
IP, Time, Count, TotalTime, AvgTime
49.218.70.78, 2019-02-16 08:00, 1, 31, 31
106.120.173.150, 2019-02-16 08:00, 2, 327, 163
223.141.92.117, 2019-02-16 08:00, 3, 124, 41
46.229.168.145, 2019-02-16 08:00, 2, 2718, 1359
106.120.173.111, 2019-02-16 08:00, 1, 187, 187
3.84.243.246, 2019-02-16 08:00, 5, 3138, 627
46.229.168.137, 2019-02-16 08:00, 1, 1312, 1312
46.229.168.129, 2019-02-16 08:00, 1, 203, 203
219.69.71.86, 2019-02-16 08:00, 2, 1562, 781
46.229.168.144, 2019-02-16 08:00, 1, 1375, 1375
46.229.168.153, 2019-02-16 08:00, 2, 421, 210
46.229.168.146, 2019-02-16 08:00, 1, 203, 203
46.229.168.150, 2019-02-16 08:00, 2, 2030, 1015
46.229.168.140, 2019-02-16 08:00, 1, 249, 249
46.229.168.131, 2019-02-16 08:00, 2, 1546, 773
46.229.168.151, 2019-02-16 08:00, 1, 1374, 1374
46.229.168.142, 2019-02-16 08:00, 1, 1359, 1359
46.229.168.143, 2019-02-16 08:01, 1, 3937, 3937
46.229.168.144, 2019-02-16 08:01, 1, 1546, 1546
46.229.168.148, 2019-02-16 08:01, 2, 3687, 1843
219.69.71.86, 2019-02-16 08:01, 1, 250, 250
46.229.168.130, 2019-02-16 08:01, 2, 4703, 2351
106.120.173.150, 2019-02-16 08:01, 2, 1921, 960
220.181.125.149, 2019-02-16 08:01, 2, 2749, 1374
46.229.168.129, 2019-02-16 08:01, 2, 4436, 2218
220.181.125.146, 2019-02-16 08:01, 2, 827, 413
46.229.168.133, 2019-02-16 08:01, 1, 1468, 1468
207.46.13.148, 2019-02-16 08:01, 1, 187, 187
106.38.241.133, 2019-02-16 08:01, 2, 6671, 3335
40.77.167.204, 2019-02-16 08:01, 1, 218, 218
46.229.168.134, 2019-02-16 08:01, 1, 2906, 2906
175.97.41.147, 2019-02-16 08:01, 2, 18843, 9421
106.120.173.111, 2019-02-16 08:01, 2, 2921, 1460
157.55.39.174, 2019-02-16 08:01, 1, 11546, 11546
46.229.168.140, 2019-02-16 08:01, 1, 3593, 3593
66.249.71.111, 2019-02-16 08:01, 1, 13437, 13437
175.97.41.147, 2019-02-16 08:02, 3, 21186, 7062
46.229.168.136, 2019-02-16 08:02, 1, 3171, 3171
114.41.229.115, 2019-02-16 08:02, 6, 779, 129
46.229.168.142, 2019-02-16 08:02, 1, 3156, 3156
69.171.251.18, 2019-02-16 08:02, 2, 452, 226
157.55.39.212, 2019-02-16 08:02, 6, 3356, 559
106.38.241.148, 2019-02-16 08:02, 2, 3124, 1562
157.55.39.174, 2019-02-16 08:02, 3, 889, 296
46.229.168.133, 2019-02-16 08:02, 1, 7703, 7703
219.69.71.86, 2019-02-16 08:02, 2, 530, 265
46.229.168.149, 2019-02-16 08:02, 1, 2499, 2499
46.229.168.146, 2019-02-16 08:02, 1, 218, 218
3.84.243.246, 2019-02-16 08:02, 1, 4703, 4703
46.229.168.137, 2019-02-16 08:02, 1, 2171, 2171
46.229.168.150, 2019-02-16 08:02, 1, 187, 187
220.181.125.135, 2019-02-16 08:02, 2, 2952, 1476
46.229.168.152, 2019-02-16 08:02, 1, 2390, 2390
110.50.171.85, 2019-02-16 08:02, 2, 3999, 1999
46.229.168.132, 2019-02-16 08:02, 1, 4796, 4796
46.229.168.131, 2019-02-16 08:02, 1, 1875, 1875
46.229.168.138, 2019-02-16 08:03, 1, 2312, 2312
157.55.39.211, 2019-02-16 08:03, 1, 3421, 3421
46.229.168.150, 2019-02-16 08:03, 2, 2952, 1476
106.120.173.150, 2019-02-16 08:03, 2, 1202, 601
46.229.168.136, 2019-02-16 08:03, 1, 1703, 1703
157.55.39.212, 2019-02-16 08:03, 2, 1968, 984
46.229.168.141, 2019-02-16 08:03, 1, 3953, 3953
66.249.71.108, 2019-02-16 08:03, 1, 0, 0
66.249.71.111, 2019-02-16 08:03, 1, 46, 46
223.140.110.147, 2019-02-16 08:03, 3, 5546, 1848
46.229.168.132, 2019-02-16 08:03, 1, 1593, 1593
220.181.125.68, 2019-02-16 08:03, 1, 78, 78
220.181.125.146, 2019-02-16 08:03, 1, 2078, 2078
46.229.168.147, 2019-02-16 08:03, 1, 2734, 2734
220.181.125.149, 2019-02-16 08:03, 2, 2092, 1046
106.120.173.111, 2019-02-16 08:03, 2, 2452, 1226
46.229.168.145, 2019-02-16 08:03, 2, 5061, 2530
66.249.71.107, 2019-02-16 08:03, 1, 7359, 7359
46.229.168.134, 2019-02-16 08:03, 1, 1656, 1656
46.229.168.152, 2019-02-16 08:03, 1, 203, 203
220.181.125.135, 2019-02-16 08:04, 3, 8343, 2781
46.229.168.139, 2019-02-16 08:04, 1, 2484, 2484
69.191.249.218, 2019-02-16 08:04, 1, 5156, 5156
46.229.168.141, 2019-02-16 08:04, 2, 5328, 2664
46.229.168.140, 2019-02-16 08:04, 1, 203, 203
46.229.168.131, 2019-02-16 08:04, 2, 5999, 2999
42.236.10.77, 2019-02-16 08:04, 5, 16747, 3349
42.236.10.108, 2019-02-16 08:04, 4, 19779, 4944
42.236.10.79, 2019-02-16 08:04, 4, 15264, 3816
42.236.10.72, 2019-02-16 08:04, 6, 12326, 2054
42.236.10.122, 2019-02-16 08:04, 3, 7343, 2447
42.236.10.74, 2019-02-16 08:04, 9, 18232, 2025
42.236.10.76, 2019-02-16 08:04, 2, 5921, 2960
42.236.10.88, 2019-02-16 08:04, 4, 22826, 5706
42.236.10.70, 2019-02-16 08:04, 8, 49169, 6146
46.229.168.143, 2019-02-16 08:04, 1, 3515, 3515
42.236.10.109, 2019-02-16 08:04, 5, 19265, 3853
42.236.10.91, 2019-02-16 08:04, 1, 7406, 7406
42.236.10.89, 2019-02-16 08:04, 3, 9593, 3197
66.249.71.109, 2019-02-16 08:04, 1, 1015, 1015
106.38.241.122, 2019-02-16 08:04, 1, 1062, 1062
42.236.10.71, 2019-02-16 08:04, 2, 16155, 8077
42.236.10.112, 2019-02-16 08:04, 5, 9185, 1837
123.126.113.114, 2019-02-16 08:04, 1, 4249, 4249
42.236.10.120, 2019-02-16 08:04, 10, 12120, 1212
42.236.10.83, 2019-02-16 08:04, 1, 62, 62
42.236.10.110, 2019-02-16 08:04, 1, 62, 62
42.236.10.113, 2019-02-16 08:04, 8, 22419, 2802
42.236.10.90, 2019-02-16 08:04, 7, 53326, 7618
42.236.10.123, 2019-02-16 08:04, 2, 11015, 5507
42.236.10.81, 2019-02-16 08:04, 4, 19092, 4773
42.236.10.121, 2019-02-16 08:04, 6, 16607, 2767
106.120.173.150, 2019-02-16 08:04, 2, 2171, 1085
42.236.10.73, 2019-02-16 08:04, 2, 7280, 3640
42.236.10.116, 2019-02-16 08:04, 4, 18452, 4613
42.236.10.107, 2019-02-16 08:04, 2, 13624, 6812
46.229.168.138, 2019-02-16 08:04, 1, 1984, 1984
111.202.100.89, 2019-02-16 08:04, 2, 1764, 882
42.236.10.105, 2019-02-16 08:04, 5, 29653, 5930
106.38.241.182, 2019-02-16 08:04, 2, 2983, 1491
46.229.168.152, 2019-02-16 08:04, 1, 2203, 2203
106.38.241.148, 2019-02-16 08:04, 2, 2171, 1085
123.126.113.94, 2019-02-16 08:04, 2, 1390, 695
46.229.168.146, 2019-02-16 08:04, 1, 1984, 1984
123.126.113.115, 2019-02-16 08:04, 1, 3093, 3093
218.35.75.71, 2019-02-16 08:04, 2, 14624, 7312
46.229.168.136, 2019-02-16 08:04, 1, 2078, 2078
157.55.39.174, 2019-02-16 08:04, 1, 4640, 4640
106.38.241.146, 2019-02-16 08:04, 1, 62, 62
46.229.168.135, 2019-02-16 08:04, 1, 2249, 2249
123.126.113.163, 2019-02-16 08:05, 1, 1531, 1531
46.229.168.153, 2019-02-16 08:05, 2, 406, 203
46.229.168.147, 2019-02-16 08:05, 1, 5359, 5359
3.84.243.246, 2019-02-16 08:05, 2, 2952, 1476
46.229.168.139, 2019-02-16 08:05, 1, 2671, 2671
220.181.125.135, 2019-02-16 08:05, 1, 5484, 5484
46.229.168.140, 2019-02-16 08:05, 1, 234, 234
123.126.113.115, 2019-02-16 08:05, 1, 437, 437
46.229.168.136, 2019-02-16 08:05, 1, 1421, 1421
46.229.168.132, 2019-02-16 08:05, 1, 203, 203
46.229.168.151, 2019-02-16 08:05, 2, 2967, 1483
223.141.77.186, 2019-02-16 08:05, 2, 3702, 1851
46.229.168.129, 2019-02-16 08:05, 1, 1359, 1359
220.181.125.98, 2019-02-16 08:05, 2, 1827, 913
46.229.168.150, 2019-02-16 08:05, 1, 1406, 1406
123.126.113.94, 2019-02-16 08:05, 2, 187, 93
106.38.241.153, 2019-02-16 08:05, 2, 4452, 2226
114.41.229.115, 2019-02-16 08:05, 6, 793, 132
111.202.100.137, 2019-02-16 08:05, 2, 1109, 554
46.229.168.144, 2019-02-16 08:05, 1, 1875, 1875
106.120.173.111, 2019-02-16 08:05, 2, 1358, 679
46.229.168.145, 2019-02-16 08:05, 1, 1406, 1406
106.38.241.175, 2019-02-16 08:05, 1, 140, 140
106.120.173.150, 2019-02-16 08:05, 2, 1484, 742
66.249.71.107, 2019-02-16 08:05, 1, 0, 0
46.229.168.143, 2019-02-16 08:05, 1, 1500, 1500
46.229.168.141, 2019-02-16 08:05, 1, 1468, 1468
111.202.100.137, 2019-02-16 08:06, 2, 3671, 1835
123.126.113.163, 2019-02-16 08:06, 3, 2015, 671
220.181.51.82, 2019-02-16 08:06, 1, 78, 78
220.181.51.123, 2019-02-16 08:06, 1, 703, 703
220.181.125.68, 2019-02-16 08:06, 2, 3234, 1617
101.13.195.223, 2019-02-16 08:06, 2, 8467, 4233
46.229.168.136, 2019-02-16 08:06, 1, 2406, 2406
106.38.241.146, 2019-02-16 08:06, 1, 3000, 3000
54.36.148.123, 2019-02-16 08:06, 1, 6859, 6859
111.202.100.89, 2019-02-16 08:06, 2, 2014, 1007
46.229.168.151, 2019-02-16 08:06, 1, 2187, 2187
46.229.168.140, 2019-02-16 08:06, 1, 3171, 3171
157.55.39.211, 2019-02-16 08:06, 1, 2828, 2828
46.229.168.132, 2019-02-16 08:06, 1, 2937, 2937
220.181.125.130, 2019-02-16 08:06, 1, 250, 250
46.229.168.145, 2019-02-16 08:06, 1, 2734, 2734
111.255.131.204, 2019-02-16 08:06, 1, 8453, 8453
46.229.168.150, 2019-02-16 08:06, 1, 1750, 1750
46.229.168.149, 2019-02-16 08:06, 1, 218, 218
157.55.39.174, 2019-02-16 08:06, 1, 312, 312
106.38.241.175, 2019-02-16 08:06, 2, 3406, 1703
46.229.168.139, 2019-02-16 08:06, 1, 1484, 1484
46.229.168.134, 2019-02-16 08:06, 1, 1343, 1343
123.126.113.81, 2019-02-16 08:06, 1, 3046, 3046
123.126.113.163, 2019-02-16 08:07, 3, 1202, 400
46.229.168.135, 2019-02-16 08:07, 1, 203, 203
220.181.125.68, 2019-02-16 08:07, 2, 4249, 2124
157.55.39.174, 2019-02-16 08:07, 3, 545, 181
111.202.100.137, 2019-02-16 08:07, 1, 2218, 2218
46.229.168.150, 2019-02-16 08:07, 2, 2764, 1382
66.249.71.102, 2019-02-16 08:07, 1, 15, 15
66.249.71.109, 2019-02-16 08:07, 1, 15, 15
3.84.243.246, 2019-02-16 08:07, 1, 2593, 2593
46.229.168.132, 2019-02-16 08:07, 1, 1468, 1468
46.229.168.153, 2019-02-16 08:07, 2, 5327, 2663
123.126.113.94, 2019-02-16 08:07, 2, 3405, 1702
106.38.241.175, 2019-02-16 08:07, 3, 4421, 1473
46.229.168.141, 2019-02-16 08:07, 1, 4296, 4296
46.229.168.130, 2019-02-16 08:07, 1, 1531, 1531
46.229.168.134, 2019-02-16 08:07, 1, 203, 203
54.36.148.33, 2019-02-16 08:07, 1, 281, 281
46.229.168.142, 2019-02-16 08:07, 1, 1765, 1765
123.126.113.81, 2019-02-16 08:07, 1, 78, 78
220.181.125.123, 2019-02-16 08:07, 1, 1078, 1078
111.202.100.89, 2019-02-16 08:07, 2, 2015, 1007
46.229.168.136, 2019-02-16 08:07, 1, 1781, 1781
157.55.39.211, 2019-02-16 08:08, 3, 5482, 1827
46.229.168.147, 2019-02-16 08:08, 1, 1718, 1718
106.38.241.185, 2019-02-16 08:08, 2, 421, 210
46.229.168.136, 2019-02-16 08:08, 1, 1937, 1937
46.229.168.143, 2019-02-16 08:08, 1, 2062, 2062
106.38.241.175, 2019-02-16 08:08, 2, 8546, 4273
46.229.168.149, 2019-02-16 08:08, 1, 2453, 2453
220.181.125.68, 2019-02-16 08:08, 2, 1733, 866
66.249.79.134, 2019-02-16 08:08, 1, 125, 125
46.229.168.150, 2019-02-16 08:08, 1, 1953, 1953
66.249.71.109, 2019-02-16 08:08, 1, 15, 15
106.38.241.122, 2019-02-16 08:08, 2, 4608, 2304
46.229.168.130, 2019-02-16 08:08, 1, 1703, 1703
123.126.113.81, 2019-02-16 08:08, 2, 2124, 1062
46.229.168.146, 2019-02-16 08:08, 1, 1374, 1374
111.202.100.133, 2019-02-16 08:08, 2, 1671, 835
106.38.241.68, 2019-02-16 08:08, 2, 4499, 2249
123.126.113.163, 2019-02-16 08:08, 1, 1249, 1249
46.229.168.151, 2019-02-16 08:08, 1, 1609, 1609
46.229.168.139, 2019-02-16 08:08, 1, 187, 187
46.229.168.152, 2019-02-16 08:08, 1, 234, 234
220.181.125.123, 2019-02-16 08:08, 1, 62, 62
220.181.125.130, 2019-02-16 08:08, 1, 2593, 2593
46.229.168.132, 2019-02-16 08:08, 1, 1453, 1453
106.38.241.153, 2019-02-16 08:08, 1, 140, 140
46.229.168.144, 2019-02-16 08:08, 2, 1812, 906
157.55.39.211, 2019-02-16 08:09, 2, 3781, 1890
106.38.241.153, 2019-02-16 08:09, 1, 4718, 4718
46.229.168.134, 2019-02-16 08:09, 1, 1421, 1421
46.229.168.140, 2019-02-16 08:09, 2, 5734, 2867
123.126.113.81, 2019-02-16 08:09, 2, 3108, 1554
106.38.241.148, 2019-02-16 08:09, 1, 3968, 3968
46.229.168.138, 2019-02-16 08:09, 1, 3859, 3859
114.41.229.115, 2019-02-16 08:09, 6, 340, 56
157.55.39.212, 2019-02-16 08:09, 2, 405, 202
106.38.241.150, 2019-02-16 08:09, 2, 1124, 562
220.181.125.123, 2019-02-16 08:09, 1, 874, 874
106.38.241.175, 2019-02-16 08:09, 1, 4171, 4171
42.74.254.16, 2019-02-16 08:09, 1, 1828, 1828
180.217.182.133, 2019-02-16 08:09, 4, 4545, 1136
106.38.241.73, 2019-02-16 08:09, 1, 124, 124
220.181.125.68, 2019-02-16 08:09, 2, 1467, 733
46.229.168.137, 2019-02-16 08:09, 1, 1468, 1468
111.202.100.89, 2019-02-16 08:09, 1, 62, 62
46.229.168.149, 2019-02-16 08:09, 1, 1484, 1484
106.38.241.68, 2019-02-16 08:09, 2, 1530, 765
46.229.168.151, 2019-02-16 08:09, 2, 2858, 1429
66.249.71.98, 2019-02-16 08:09, 1, 15, 15
66.249.71.109, 2019-02-16 08:09, 1, 0, 0
54.36.148.34, 2019-02-16 08:09, 1, 296, 296
46.229.168.144, 2019-02-16 08:09, 2, 1734, 867
66.249.71.110, 2019-02-16 08:09, 1, 15, 15
66.249.79.147, 2019-02-16 08:10, 1, 171, 171
46.229.168.135, 2019-02-16 08:10, 2, 2390, 1195
46.229.168.152, 2019-02-16 08:10, 1, 203, 203
46.229.168.144, 2019-02-16 08:10, 2, 3967, 1983
125.230.33.138, 2019-02-16 08:10, 4, 4764, 1191
157.55.39.212, 2019-02-16 08:10, 2, 358, 179
46.229.168.129, 2019-02-16 08:10, 3, 4482, 1494
54.36.149.20, 2019-02-16 08:10, 1, 562, 562
46.229.168.145, 2019-02-16 08:10, 1, 250, 250
54.36.148.170, 2019-02-16 08:10, 1, 968, 968
46.229.168.142, 2019-02-16 08:10, 1, 203, 203
106.38.241.122, 2019-02-16 08:10, 1, 1375, 1375
46.229.168.132, 2019-02-16 08:10, 1, 1562, 1562
106.38.241.68, 2019-02-16 08:10, 2, 5750, 2875
106.120.173.147, 2019-02-16 08:10, 1, 156, 156
157.55.39.174, 2019-02-16 08:10, 2, 4905, 2452
46.229.168.130, 2019-02-16 08:10, 1, 1484, 1484
220.181.125.123, 2019-02-16 08:10, 1, 62, 62
46.229.168.138, 2019-02-16 08:10, 1, 1359, 1359
207.46.13.148, 2019-02-16 08:10, 1, 187, 187
106.38.241.73, 2019-02-16 08:10, 1, 124, 124
111.202.100.108, 2019-02-16 08:10, 1, 78, 78
106.38.241.100, 2019-02-16 08:10, 2, 2374, 1187
46.229.168.137, 2019-02-16 08:10, 1, 1406, 1406
118.167.161.221, 2019-02-16 08:10, 1, 1312, 1312
54.36.148.34, 2019-02-16 08:10, 1, 281, 281
111.202.100.133, 2019-02-16 08:11, 2, 1406, 703
46.229.168.132, 2019-02-16 08:11, 2, 2796, 1398
106.38.241.153, 2019-02-16 08:11, 2, 4014, 2007
40.77.167.159, 2019-02-16 08:11, 1, 203, 203
118.167.161.221, 2019-02-16 08:11, 2, 1655, 827
123.0.35.75, 2019-02-16 08:11, 5, 4795, 959
219.69.56.87, 2019-02-16 08:11, 2, 1780, 890
106.38.241.161, 2019-02-16 08:11, 1, 2281, 2281
46.229.168.134, 2019-02-16 08:11, 2, 1702, 851
220.181.125.68, 2019-02-16 08:11, 2, 1905, 952
111.202.100.89, 2019-02-16 08:11, 1, 859, 859
106.38.241.100, 2019-02-16 08:11, 1, 3374, 3374
46.229.168.136, 2019-02-16 08:11, 1, 203, 203
110.28.102.47, 2019-02-16 08:11, 3, 4031, 1343
220.181.125.123, 2019-02-16 08:11, 1, 1171, 1171
46.229.168.142, 2019-02-16 08:11, 1, 1406, 1406
106.38.241.73, 2019-02-16 08:11, 1, 7343, 7343
220.181.125.98, 2019-02-16 08:11, 2, 1890, 945
46.229.168.147, 2019-02-16 08:11, 1, 1796, 1796
46.229.168.148, 2019-02-16 08:11, 1, 218, 218
46.229.168.145, 2019-02-16 08:11, 1, 1453, 1453
46.229.168.152, 2019-02-16 08:11, 1, 1359, 1359
106.38.241.161, 2019-02-16 08:12, 2, 7812, 3906
157.55.39.211, 2019-02-16 08:12, 1, 1625, 1625
106.38.241.68, 2019-02-16 08:12, 2, 7796, 3898
46.229.168.142, 2019-02-16 08:12, 1, 1375, 1375
46.229.168.129, 2019-02-16 08:12, 1, 1406, 1406
46.229.168.133, 2019-02-16 08:12, 1, 218, 218
106.38.241.73, 2019-02-16 08:12, 2, 8030, 4015
49.215.149.169, 2019-02-16 08:12, 1, 1734, 1734
46.229.168.132, 2019-02-16 08:12, 1, 1656, 1656
220.181.125.179, 2019-02-16 08:12, 1, 812, 812
46.229.168.149, 2019-02-16 08:12, 1, 1468, 1468
106.120.173.147, 2019-02-16 08:12, 2, 2249, 1124
40.77.167.204, 2019-02-16 08:12, 1, 249, 249
46.229.168.134, 2019-02-16 08:12, 1, 3687, 3687
46.229.168.136, 2019-02-16 08:12, 2, 2499, 1249
46.229.168.141, 2019-02-16 08:12, 1, 6250, 6250
46.229.168.137, 2019-02-16 08:12, 1, 187, 187
114.41.229.115, 2019-02-16 08:12, 6, 841, 140
106.38.241.120, 2019-02-16 08:12, 2, 2062, 1031
46.229.168.147, 2019-02-16 08:12, 1, 4562, 4562
123.126.113.114, 2019-02-16 08:12, 1, 93, 93
220.181.125.149, 2019-02-16 08:12, 1, 62, 62
46.229.168.140, 2019-02-16 08:12, 1, 1656, 1656
46.229.168.147, 2019-02-16 08:13, 1, 2546, 2546
220.181.125.149, 2019-02-16 08:13, 1, 2656, 2656
220.181.125.142, 2019-02-16 08:13, 2, 3593, 1796
46.229.168.150, 2019-02-16 08:13, 2, 6874, 3437
40.77.167.159, 2019-02-16 08:13, 1, 234, 234
106.38.241.150, 2019-02-16 08:13, 2, 2749, 1374
46.229.168.146, 2019-02-16 08:13, 2, 10686, 5343
66.249.71.110, 2019-02-16 08:13, 1, 15, 15
66.249.71.111, 2019-02-16 08:13, 1, 62, 62
46.229.168.141, 2019-02-16 08:13, 1, 3375, 3375
220.181.125.179, 2019-02-16 08:13, 1, 2281, 2281
46.229.168.143, 2019-02-16 08:13, 1, 2921, 2921
66.249.71.106, 2019-02-16 08:13, 1, 15, 15
66.249.71.107, 2019-02-16 08:13, 1, 62, 62
46.229.168.152, 2019-02-16 08:13, 1, 2609, 2609
220.181.125.68, 2019-02-16 08:13, 2, 3296, 1648
123.126.113.163, 2019-02-16 08:13, 1, 124, 124
157.55.39.211, 2019-02-16 08:13, 1, 9687, 9687
220.181.125.123, 2019-02-16 08:13, 1, 3703, 3703
111.202.100.112, 2019-02-16 08:13, 1, 93, 93
220.181.125.158, 2019-02-16 08:13, 2, 3015, 1507
46.229.168.136, 2019-02-16 08:14, 2, 6124, 3062
106.120.173.147, 2019-02-16 08:14, 1, 4953, 4953
46.229.168.146, 2019-02-16 08:14, 1, 3093, 3093
220.181.125.179, 2019-02-16 08:14, 2, 6483, 3241
46.229.168.152, 2019-02-16 08:14, 1, 4343, 4343
106.38.241.172, 2019-02-16 08:14, 2, 3858, 1929
69.191.249.201, 2019-02-16 08:14, 1, 10124, 10124
220.181.125.142, 2019-02-16 08:14, 2, 3218, 1609
111.202.100.112, 2019-02-16 08:14, 1, 93, 93
46.229.168.135, 2019-02-16 08:14, 2, 8061, 4030
220.181.125.146, 2019-02-16 08:14, 2, 3437, 1718
123.125.67.214, 2019-02-16 08:14, 1, 93, 93
220.181.125.149, 2019-02-16 08:14, 2, 4109, 2054
157.55.39.212, 2019-02-16 08:14, 3, 873, 291
27.247.36.118, 2019-02-16 08:14, 2, 24078, 12039
46.229.168.133, 2019-02-16 08:14, 1, 4343, 4343
220.181.51.107, 2019-02-16 08:14, 1, 13281, 13281
106.38.241.185, 2019-02-16 08:14, 2, 3077, 1538
157.55.39.211, 2019-02-16 08:14, 3, 686, 228
220.181.125.163, 2019-02-16 08:14, 1, 62, 62
46.229.168.139, 2019-02-16 08:14, 1, 2890, 2890
46.229.168.151, 2019-02-16 08:14, 1, 2984, 2984
46.229.168.146, 2019-02-16 08:15, 1, 4453, 4453
46.229.168.151, 2019-02-16 08:15, 1, 1953, 1953
123.126.113.163, 2019-02-16 08:15, 1, 1546, 1546
46.229.168.132, 2019-02-16 08:15, 1, 218, 218
111.202.100.112, 2019-02-16 08:15, 1, 2312, 2312
106.38.241.172, 2019-02-16 08:15, 3, 6983, 2327
54.36.149.65, 2019-02-16 08:15, 1, 8046, 8046
54.36.148.39, 2019-02-16 08:15, 1, 8281, 8281
46.229.168.130, 2019-02-16 08:15, 1, 2953, 2953
46.229.168.137, 2019-02-16 08:15, 1, 3718, 3718
106.38.241.185, 2019-02-16 08:15, 2, 5859, 2929
123.126.113.114, 2019-02-16 08:15, 1, 4234, 4234
46.229.168.143, 2019-02-16 08:15, 1, 5000, 5000
220.181.125.149, 2019-02-16 08:15, 2, 5827, 2913
46.229.168.142, 2019-02-16 08:15, 1, 468, 468
106.38.241.184, 2019-02-16 08:15, 1, 6328, 6328
157.55.39.212, 2019-02-16 08:15, 1, 5078, 5078
220.181.125.96, 2019-02-16 08:15, 2, 5812, 2906
220.181.125.179, 2019-02-16 08:15, 1, 7250, 7250
220.181.125.142, 2019-02-16 08:15, 1, 2000, 2000
220.181.125.158, 2019-02-16 08:15, 2, 3796, 1898
17.58.96.141, 2019-02-16 08:15, 2, 4531, 2265
180.217.154.139, 2019-02-16 08:15, 1, 19468, 19468
66.249.79.149, 2019-02-16 08:15, 1, 27546, 27546
46.229.168.153, 2019-02-16 08:15, 1, 6437, 6437
220.181.51.71, 2019-02-16 08:15, 1, 10234, 10234
54.36.148.34, 2019-02-16 08:15, 1, 281, 281
66.249.71.109, 2019-02-16 08:15, 1, 19234, 19234
220.181.125.123, 2019-02-16 08:15, 1, 4171, 4171
46.229.168.150, 2019-02-16 08:16, 1, 7953, 7953
54.36.148.15, 2019-02-16 08:16, 1, 18703, 18703
106.38.241.185, 2019-02-16 08:16, 3, 15655, 5218
46.229.168.144, 2019-02-16 08:16, 1, 218, 218
111.202.100.112, 2019-02-16 08:16, 1, 3328, 3328
123.126.113.163, 2019-02-16 08:16, 2, 5983, 2991
106.38.241.120, 2019-02-16 08:16, 2, 8405, 4202
46.229.168.142, 2019-02-16 08:16, 1, 3765, 3765
157.55.39.211, 2019-02-16 08:16, 1, 484, 484
46.229.168.147, 2019-02-16 08:16, 1, 234, 234
114.41.229.115, 2019-02-16 08:16, 6, 1169, 194
157.55.39.213, 2019-02-16 08:16, 2, 499, 249
46.229.168.145, 2019-02-16 08:16, 1, 515, 515
220.181.125.142, 2019-02-16 08:16, 1, 4703, 4703
46.229.168.130, 2019-02-16 08:16, 1, 5281, 5281
66.249.71.141, 2019-02-16 08:16, 1, 31, 31
106.38.241.150, 2019-02-16 08:16, 2, 4624, 2312
220.181.125.104, 2019-02-16 08:16, 2, 3343, 1671
157.55.39.174, 2019-02-16 08:16, 1, 5375, 5375
220.181.125.149, 2019-02-16 08:16, 2, 5718, 2859
46.229.168.137, 2019-02-16 08:16, 1, 3828, 3828
220.181.125.146, 2019-02-16 08:16, 1, 62, 62
106.38.241.133, 2019-02-16 08:16, 2, 8249, 4124
46.229.168.131, 2019-02-16 08:16, 1, 4484, 4484
46.229.168.140, 2019-02-16 08:16, 1, 5250, 5250
106.38.241.172, 2019-02-16 08:16, 1, 5656, 5656
46.229.168.153, 2019-02-16 08:16, 1, 2437, 2437
46.229.168.134, 2019-02-16 08:16, 1, 3343, 3343
157.55.39.212, 2019-02-16 08:16, 1, 1734, 1734
46.229.168.136, 2019-02-16 08:16, 1, 4124, 4124
106.120.173.111, 2019-02-16 08:17, 2, 2921, 1460
46.229.168.146, 2019-02-16 08:17, 2, 4687, 2343
106.38.241.185, 2019-02-16 08:17, 2, 7421, 3710
111.202.100.133, 2019-02-16 08:17, 2, 3312, 1656
220.181.125.158, 2019-02-16 08:17, 1, 109, 109
220.181.125.146, 2019-02-16 08:17, 2, 8999, 4499
106.120.173.78, 2019-02-16 08:17, 5, 10905, 2181
220.181.125.149, 2019-02-16 08:17, 3, 3780, 1260
123.126.113.168, 2019-02-16 08:17, 1, 3703, 3703
106.38.241.172, 2019-02-16 08:17, 1, 3406, 3406
106.38.241.120, 2019-02-16 08:17, 2, 7250, 3625
220.181.125.96, 2019-02-16 08:17, 1, 3203, 3203
123.126.113.94, 2019-02-16 08:17, 2, 3702, 1851
46.229.168.130, 2019-02-16 08:17, 2, 7140, 3570
46.229.168.131, 2019-02-16 08:17, 1, 13390, 13390
157.55.39.211, 2019-02-16 08:17, 1, 4265, 4265
46.229.168.148, 2019-02-16 08:17, 2, 7608, 3804
220.181.125.132, 2019-02-16 08:17, 2, 4155, 2077
173.252.95.22, 2019-02-16 08:17, 1, 187, 187
123.126.113.163, 2019-02-16 08:17, 1, 3484, 3484
86.131.206.202, 2019-02-16 08:17, 2, 1827, 913
46.229.168.145, 2019-02-16 08:17, 1, 2828, 2828
220.181.125.163, 2019-02-16 08:17, 2, 3280, 1640
123.126.113.128, 2019-02-16 08:17, 2, 171, 85
157.55.39.212, 2019-02-16 08:17, 1, 10375, 10375
220.181.125.142, 2019-02-16 08:17, 1, 234, 234
46.229.168.152, 2019-02-16 08:17, 1, 3796, 3796
46.229.168.136, 2019-02-16 08:17, 1, 203, 203
46.229.168.139, 2019-02-16 08:17, 1, 3625, 3625
106.120.173.114, 2019-02-16 08:18, 2, 7327, 3663
106.38.241.182, 2019-02-16 08:18, 2, 2546, 1273
46.229.168.150, 2019-02-16 08:18, 1, 4125, 4125
106.120.173.78, 2019-02-16 08:18, 1, 109, 109
46.229.168.138, 2019-02-16 08:18, 1, 187, 187
123.126.113.128, 2019-02-16 08:18, 4, 6373, 1593
